param n := 150
;

param delta := 1.5
;

param coordX [*] :=
  0  4566    26  1878    52  1393    78  2191   104 15886   130 15079
  1 14516    27  3569    53  9979    79 17437   105   751   131 17544
  2 21106    28  2807    54  9751    80  5414   106 16350   132 11991
  3 21902    29  8102    55 18216    81  8973   107 21306   133 21662
  4  5895    30 21402    56  1902    82  9246   108  8430   134 19741
  5 16627    31 15051    57  2345    83  3945   109 14994   135 15882
  6  7609    32 16203    58 16587    84  8516   110  8822   136 18317
  7   904    33 10257    59  9756    85 10612   111  6296   137 21875
  8  7471    34 10867    60   428    86  4834   112 15165   138  1325
  9  5836    35  6657    61 21134    87 11152   113 10183   139 12663
 10   629    36  9066    62 15127    88 15766   114 16349   140   396
 11 14665    37 17057    63  3420    89 16068   115  3784   141  9313
 12 19732    38  4134    64  8463    90  4458   116 12984   142 15786
 13  5598    39  7961    65 11337    91 14794   117   325   143 10633
 14 10885    40  4062    66 13742    92  5066   118 19794   144  1459
 15  2972    41  2198    67  7525    93  4795   119 10672   145 19157
 16  7808    42   426    68  4105    94 13229   120  5394   146 20501
 17 20647    43  3029    69 12488    95 13719   121  3645   147 12174
 18  2345    44 18479    70   195    96 14070   122 17261   148 19575
 19 10977    45 16915    71  2406    97  9491   123  9020   149 19610
 20  2788    46 21382    72 17477    98   548   124 15312   150  9483
 21  9115    47 10373    73  9575    99 12156   125  8974
 22 21278    48 16985    74 14459   100 17976   126 19314
 23  6055    49 14502    75 15000   101   184   127 19811
 24  9315    50 19689    76 10870   102 18129   128 12183
 25 14868    51  8273    77  7952   103 13719   129 10809
;

param coordY [*] :=
  0 16486    26 21402    52  2824    78  2075   104 11688   130  3900
  1   451    27 21774    53  8278    79  4332   105   384   131  5764
  2 10412    28 13973    54 11572    80  4886   106   229   132 18838
  3 10415    29  5897    55  6881    81 15430   107  7326   133 19018
  4  2215    30 19308    56 10594    82 17690   108  4065   134 12347
  5  2493    31    23    57 17384    83 15817   109 19505   135 11822
  6 21564    32 14558    58   750    84 16172   110  4811   136  1035
  7  9669    33  5629    59 15982    85  6531   111  5141   137 18507
  8  3100    34 19242    60 18166    86  5863   112  9764   138  4707
  9 13021    35  7818    61  7297    87 12714   113 18678   139 10522
 10  2428    36 18023    62  8793    88  5066   114  9815   140  9223
 11 21627    37 15359    63 13733    89  6961   115 20384   141 11177
 12 12570    38 11465    64  7517    90 12857   116  1273   142   481
 13 20999    39  1372    65 21976    91 11556   117 20116   143 14352
 14 19105    40   396    66  8761    92 12040   118 17602   144 16589
 15 16552    41  8639    67 13002    93  2499   119 17924   145 19685
 16  9920    42  5315    68 16487    94 12665   120   388   146 17436
 17  2428    43  5678    69 15205    95  6802   121 11508   147  8172
 18 18006    44 16507    70 15530    96 14378   122  1696   148 16223
 19  8464    45  7577    71 12747    97  9097   123 18898   149 13827
 20 18708    46  7390    72  7206    98 12906   124  4646   150  7797
 21 19224    47 20415    73    85    99 16315   125  1418
 22 10066    48 18250    74  1182   100  6042   126  7862
 23  4699    49 17515    75 21465   101 21915   127 15122
 24 12072    50  3556    76  3411   102 12487   128 18267
 25 10415    51 18417    77 13975   103 10641   129  1293
;
