param n := 250
;

param alpha := 1.38
;

param coordX [*] :=
  0 33824    42 34866    84  2314   126 32355   168 28228   210  5585
  1 30899    43  5204    85 33822   127 21057   169  1677   211 22953
  2 27990    44 13644    86 28658   128 33507   170 29596   212 32086
  3 35132    45  5007    87 11350   129 34657   171 21333   213 15841
  4 32352    46 32826    88 20348   130  2576   172 37856   214 37136
  5  2697    47  2228    89 12829   131 35157   173  3754   215 36289
  6 22264    48 22305    90 26672   132 13487   174 16744   216 10211
  7  1863    49 30147    91  5972   133 15319   175 15732   217 18927
  8  6465    50 30386    92 28705   134  9985   176  2944   218 18392
  9 15422    51  8257    93 38923   135 33224   177 13250   219 10641
 10 21564    52 18409    94  1117   136 31471   178 18117   220 33982
 11  4605    53  6899    95 18678   137   682   179 20754   221 36038
 12 34023    54 21054    96 29152   138 13439   180 32341   222  4358
 13 10275    55 14646    97 19239   139 33503   181 31338   223 36463
 14  2495    56   929    98  3217   140 35396   182 32265   224 30123
 15 36549    57 33406    99 18500   141 13382   183  6721   225 21551
 16  5731    58 37852   100 10186   142  5109   184 19843   226 30795
 17 32483    59 26896   101  7667   143 31667   185 27992   227 37087
 18 28980    60 34832   102 22545   144  9618   186 15929   228 16284
 19 29688    61  9611   103  7140   145 29864   187 27600   229 23216
 20  4001    62 18431   104 22503   146 27107   188 27576   230  2692
 21 14592    63 33454   105 38141   147 32601   189 39182   231  7419
 22 24818    64 32174   106 15161   148 34208   190 14495   232 14445
 23  6371    65  1777   107 26476   149 39150   191 28577   233 20796
 24 10962    66 33628   108 24479   150 25485   192 28554   234 10903
 25 13628    67 31478   109  8003   151 18500   193 36276   235  3783
 26  1007    68 16975   110  1878   152  8466   194 10913   236 17652
 27 25450    69 32750   111  1265   153 34861   195  2500   237 36449
 28 15436    70  4435   112 31797   154 22897   196 27944   238 21096
 29 26983    71 26576   113 10457   155 11286   197 21343   239  8858
 30 37523    72 11809   114 25049   156 36981   198 36063   240 38713
 31 21377    73  7199   115  8248   157 33788   199 18302   241 19301
 32  6034    74 19648   116  6555   158  9904   200 26065   242 28873
 33  2445    75 31044   117 14380   159 23475   201 30226   243 32320
 34 30211    76 26143   118 27161   160 19419   202 32624   244 19657
 35  5665    77 34635   119 16138   161 20014   203 18785   245 25615
 36  2024    78 14448   120 24602   162 19538   204 36504   246  6656
 37  4171    79   693   121 21685   163  5690   205 30673   247 38010
 38  6679    80 22865   122  6315   164 20644   206  2902   248 38822
 39  4441    81 18767   123 37365   165  7794   207  6264   249 13768
 40 12020    82 22055   124  9587   166  9840   208 19656   250 17585
 41 35756    83  8858   125 25594   167 16844   209 23583
;

param coordY [*] :=
  0 15030    42 34168    84 14584   126 33653   168 15292   210  3306
  1 25255    43 26081    85 18282   127 37278   169 34329   211 35567
  2 35604    44 37570    86 31084   128 36495   170 13337   212 19096
  3  2083    45  9939    87 21455   129  1259   171 24591   213 37069
  4  1832    46  6597    88  6569   130  5249   172 27857   214 39081
  5 20248    47  2853    89  2938   131  6036   173 29912   215 14223
  6  6196    48 22213    90  8783   132 14897   174 19852   216 33375
  7 33604    49 25829    91 30374   133 30578   175  6108   217 16688
  8 36494    50 14690    92  3826   134 19971   176  3923   218  6708
  9  4258    51 29616    93 16766   135  6708   177  1368   219 14336
 10 28112    52 32289    94 20436   136 10978   178 24660   220 14215
 11   699    53 15497    95  5504   137 25663   179 25910   221  6507
 12 30291    54 21316    96 38825   138 31652   180 31757   222 25007
 13 27713    55 24836    97 10331   139 19997   181 24506   223 17623
 14 22713    56 33885    98  8520   140 12163   182 28050   224 31103
 15 27179    57  3151    99 16729   141 10655   183 29923   225 25851
 16  3291    58 11448   100 12113   142 30225   184 23042   226  1133
 17 32792    59 31576   101 37310   143 21688   185 37003   227  3242
 18 19859    60 33028   102 11546   144 21311   186 26770   228 19134
 19 39118    61 20799   103 31242   145 19611   187  7020   229 25685
 20 21724    62  8696   104   684   146 36682   188 22557   230  9510
 21  4345    63 15532   105 11998   147 25853   189 24005   231 16814
 22  1169    64 15233   106 18262   148 32503   190 10059   232  4171
 23 23368    65 29691   107 29536   149 15849   191  3489   233 12217
 24 12861    66 29398   108 32416   150 14779   192 30710   234 29673
 25 14930    67 18223   109 20580   151  1579   193  9284   235 29231
 26  4140    68  8122   110  4830   152 13070   194  4513   236  3152
 27 29037    69 16519   111  2653   153 22164   195 15822   237 34087
 28 31189    70 13724   112 34480   154 29698   196 10376   238  7804
 29 13413    71  7319   113 23426   155  4805   197 36756   239  7731
 30 17386    72  6559   114 27648   156 19037   198  8961   240 27915
 31 28868    73 19384   115  8086   157  9308   199 34794   241 22347
 32  3662    74  6840   116  8287   158 33857   200  5906   242 10481
 33 23435    75  5048   117 16510   159 35416   201 38868   243 36313
 34 16290    76 13967   118  2655   160 24929   202 36020   244 17966
 35 15102    77 38499   119 11979   161 28220   203 28134   245 36080
 36  6491    78 13983   120 38986   162  4985   204  3499   246 28978
 37 24254    79 12196   121 15848   163 11790   205   438   247 28012
 38 30787    80 32432   122 10306   164 19789   206 24498   248 14884
 39 20113    81 18685   123 37904   165 13802   207 35375   249 35344
 40 19355    82 19026   124  9044   166  1365   208 14196   250 15363
 41   419    83 37305   125   173   167 39195   209  6457
;
